task1_1	baseline	144497	['en-US-Wavenet-G', 'en-US-Standard-E', 'en-US-Standard-D', 'en-US-Standard-H', 'en-US-Standard-D', 'en-US-Wavenet-F']
task1_2	baseline	680133	['en-US-Standard-E', 'en-US-Wavenet-G', 'en-US-Wavenet-A', 'en-US-Wavenet-F', 'en-US-Standard-A', 'en-US-Standard-E']
task1_3	baseline	957094	['en-US-Wavenet-J', 'en-US-Wavenet-H', 'en-US-Standard-A', 'en-US-Wavenet-I', 'en-US-Standard-G', 'en-US-Standard-F']
task2_1	kenan_ibm	445002	['en-US-Wavenet-D', 'en-US-Wavenet-G', 'en-US-Standard-I', 'en-US-Wavenet-G', 'en-US-Standard-J', 'en-US-Wavenet-H']
task2_2	kenan_ibm	245878	['en-US-Wavenet-E', 'en-US-Wavenet-A', 'en-US-Wavenet-A', 'en-US-Wavenet-A', 'en-US-Standard-A', 'en-US-Standard-E']
task2_3	kenan_ibm	063193	['en-US-Standard-D', 'en-US-Wavenet-J', 'en-US-Standard-A', 'en-US-Wavenet-I', 'en-US-Wavenet-H', 'en-US-Standard-E']
task3_1	kenan_ibm_ambient	746816	['en-US-Standard-E', 'en-US-Wavenet-J', 'en-US-Standard-F', 'en-US-Standard-F', 'en-US-Wavenet-E', 'en-US-Wavenet-F']
task3_2	kenan_ibm_ambient	841807	['en-US-Standard-I', 'en-US-Wavenet-F', 'en-US-Standard-G', 'en-US-Standard-G', 'en-US-Standard-G', 'en-US-Wavenet-I']
task3_3	kenan_ibm_ambient	204303	['en-US-Standard-I', 'en-US-Standard-A', 'en-US-Standard-E', 'en-US-Standard-H', 'en-US-Wavenet-D', 'en-US-Standard-G']
task4_1	kenan_google_beta-phone_call_ambient	300982	['en-US-Wavenet-G', 'en-US-Standard-D', 'en-US-Standard-H', 'en-US-Wavenet-G', 'en-US-Wavenet-G', 'en-US-Wavenet-E']
task4_2	kenan_google_beta-phone_call_ambient	803749	['en-US-Wavenet-G', 'en-US-Standard-F', 'en-US-Standard-J', 'en-US-Wavenet-E', 'en-US-Standard-F', 'en-US-Wavenet-H']
task4_3	kenan_google_beta-phone_call_ambient	006907	['en-US-Standard-I', 'en-US-Wavenet-A', 'en-US-Wavenet-J', 'en-US-Standard-H', 'en-US-Wavenet-J', 'en-US-Wavenet-J']
