task1_1	kenan_google_beta-phone_call_ambient	838475	['en-US-Wavenet-F', 'en-US-Standard-D', 'en-US-Wavenet-E', 'en-US-Wavenet-H', 'en-US-Standard-H', 'en-US-Standard-F']
task1_2	kenan_google_beta-phone_call_ambient	618904	['en-US-Wavenet-I', 'en-US-Standard-G', 'en-US-Standard-E', 'en-US-Standard-E', 'en-US-Wavenet-I', 'en-US-Wavenet-G']
task1_3	kenan_google_beta-phone_call_ambient	959619	['en-US-Wavenet-E', 'en-US-Wavenet-F', 'en-US-Standard-H', 'en-US-Standard-E', 'en-US-Wavenet-H', 'en-US-Standard-F']
task2_1	baseline	030352	['en-US-Standard-E', 'en-US-Standard-D', 'en-US-Wavenet-A', 'en-US-Wavenet-D', 'en-US-Standard-E', 'en-US-Wavenet-G']
task2_2	baseline	553164	['en-US-Wavenet-J', 'en-US-Standard-H', 'en-US-Wavenet-F', 'en-US-Standard-G', 'en-US-Standard-G', 'en-US-Wavenet-E']
task2_3	baseline	847986	['en-US-Standard-J', 'en-US-Standard-A', 'en-US-Standard-E', 'en-US-Standard-H', 'en-US-Standard-F', 'en-US-Wavenet-H']
task3_1	kenan_ibm	785995	['en-US-Wavenet-D', 'en-US-Standard-J', 'en-US-Wavenet-A', 'en-US-Wavenet-H', 'en-US-Standard-F', 'en-US-Standard-A']
task3_2	kenan_ibm	290520	['en-US-Standard-I', 'en-US-Wavenet-H', 'en-US-Standard-G', 'en-US-Wavenet-G', 'en-US-Wavenet-D', 'en-US-Standard-F']
task3_3	kenan_ibm	718589	['en-US-Wavenet-J', 'en-US-Wavenet-A', 'en-US-Standard-A', 'en-US-Wavenet-E', 'en-US-Standard-J', 'en-US-Standard-E']
task4_1	kenan_ibm_ambient	102410	['en-US-Standard-G', 'en-US-Wavenet-J', 'en-US-Standard-J', 'en-US-Standard-A', 'en-US-Standard-F', 'en-US-Wavenet-J']
task4_2	kenan_ibm_ambient	781933	['en-US-Standard-G', 'en-US-Standard-A', 'en-US-Wavenet-E', 'en-US-Wavenet-F', 'en-US-Standard-F', 'en-US-Standard-H']
task4_3	kenan_ibm_ambient	383763	['en-US-Wavenet-E', 'en-US-Standard-H', 'en-US-Standard-F', 'en-US-Wavenet-J', 'en-US-Wavenet-E', 'en-US-Wavenet-E']
