task1_1	kenan_ibm	877619	['en-US-Wavenet-A', 'en-US-Standard-A', 'en-US-Wavenet-E', 'en-US-Standard-E', 'en-US-Standard-G', 'en-US-Standard-E']
task1_2	kenan_ibm	727345	['en-US-Wavenet-D', 'en-US-Wavenet-F', 'en-US-Wavenet-E', 'en-US-Wavenet-F', 'en-US-Standard-D', 'en-US-Standard-A']
task1_3	kenan_ibm	234119	['en-US-Standard-E', 'en-US-Standard-H', 'en-US-Standard-E', 'en-US-Standard-H', 'en-US-Standard-A', 'en-US-Standard-G']
task2_1	kenan_ibm_ambient	779542	['en-US-Standard-A', 'en-US-Wavenet-A', 'en-US-Wavenet-D', 'en-US-Wavenet-J', 'en-US-Wavenet-A', 'en-US-Wavenet-I']
task2_2	kenan_ibm_ambient	901155	['en-US-Wavenet-H', 'en-US-Wavenet-H', 'en-US-Standard-H', 'en-US-Wavenet-F', 'en-US-Wavenet-G', 'en-US-Wavenet-A']
task2_3	kenan_ibm_ambient	462628	['en-US-Standard-A', 'en-US-Wavenet-F', 'en-US-Standard-H', 'en-US-Wavenet-H', 'en-US-Wavenet-J', 'en-US-Standard-G']
task3_1	kenan_google_beta-phone_call_ambient	944053	['en-US-Standard-G', 'en-US-Standard-D', 'en-US-Standard-I', 'en-US-Wavenet-D', 'en-US-Standard-E', 'en-US-Wavenet-F']
task3_2	kenan_google_beta-phone_call_ambient	217538	['en-US-Wavenet-J', 'en-US-Wavenet-J', 'en-US-Standard-F', 'en-US-Wavenet-E', 'en-US-Standard-A', 'en-US-Standard-A']
task3_3	kenan_google_beta-phone_call_ambient	423940	['en-US-Wavenet-J', 'en-US-Standard-H', 'en-US-Standard-H', 'en-US-Standard-J', 'en-US-Standard-E', 'en-US-Wavenet-G']
task4_1	baseline	835219	['en-US-Wavenet-G', 'en-US-Standard-D', 'en-US-Wavenet-A', 'en-US-Standard-G', 'en-US-Standard-I', 'en-US-Wavenet-D']
task4_2	baseline	700526	['en-US-Wavenet-A', 'en-US-Wavenet-F', 'en-US-Standard-A', 'en-US-Wavenet-H', 'en-US-Standard-I', 'en-US-Standard-F']
task4_3	baseline	002138	['en-US-Wavenet-D', 'en-US-Standard-E', 'en-US-Standard-I', 'en-US-Standard-F', 'en-US-Standard-H', 'en-US-Wavenet-F']
