task1_1	kenan_ibm_ambient	356866	['en-US-Standard-A', 'en-US-Standard-J', 'en-US-Wavenet-I', 'en-US-Standard-F', 'en-US-Standard-E', 'en-US-Wavenet-F']
task1_2	kenan_ibm_ambient	393192	['en-US-Wavenet-H', 'en-US-Wavenet-I', 'en-US-Wavenet-E', 'en-US-Wavenet-A', 'en-US-Standard-H', 'en-US-Wavenet-G']
task1_3	kenan_ibm_ambient	449504	['en-US-Standard-F', 'en-US-Standard-A', 'en-US-Wavenet-J', 'en-US-Wavenet-G', 'en-US-Standard-A', 'en-US-Wavenet-D']
task2_1	kenan_ibm	302589	['en-US-Wavenet-F', 'en-US-Standard-A', 'en-US-Standard-J', 'en-US-Wavenet-H', 'en-US-Wavenet-A', 'en-US-Wavenet-H']
task2_2	kenan_ibm	990587	['en-US-Standard-G', 'en-US-Wavenet-A', 'en-US-Standard-H', 'en-US-Wavenet-F', 'en-US-Standard-J', 'en-US-Standard-I']
task2_3	kenan_ibm	528092	['en-US-Standard-A', 'en-US-Standard-G', 'en-US-Wavenet-D', 'en-US-Standard-F', 'en-US-Standard-D', 'en-US-Standard-I']
task3_1	baseline	313692	['en-US-Standard-D', 'en-US-Wavenet-G', 'en-US-Wavenet-G', 'en-US-Standard-H', 'en-US-Standard-I', 'en-US-Wavenet-D']
task3_2	baseline	143256	['en-US-Standard-H', 'en-US-Wavenet-G', 'en-US-Wavenet-E', 'en-US-Standard-A', 'en-US-Wavenet-A', 'en-US-Standard-E']
task3_3	baseline	807137	['en-US-Standard-I', 'en-US-Wavenet-G', 'en-US-Wavenet-A', 'en-US-Wavenet-F', 'en-US-Wavenet-I', 'en-US-Standard-J']
task4_1	kenan_google_beta-phone_call_ambient	833226	['en-US-Wavenet-G', 'en-US-Standard-D', 'en-US-Standard-A', 'en-US-Wavenet-J', 'en-US-Standard-H', 'en-US-Wavenet-A']
task4_2	kenan_google_beta-phone_call_ambient	981122	['en-US-Standard-G', 'en-US-Wavenet-E', 'en-US-Standard-D', 'en-US-Wavenet-G', 'en-US-Wavenet-J', 'en-US-Standard-G']
task4_3	kenan_google_beta-phone_call_ambient	077249	['en-US-Wavenet-A', 'en-US-Standard-D', 'en-US-Standard-I', 'en-US-Wavenet-A', 'en-US-Wavenet-H', 'en-US-Wavenet-G']
