task1_1	kenan_ibm	426648	['en-US-Wavenet-G', 'en-US-Standard-H', 'en-US-Wavenet-I', 'en-US-Wavenet-D', 'en-US-Standard-H', 'en-US-Wavenet-F']
task1_2	kenan_ibm	886434	['en-US-Wavenet-A', 'en-US-Wavenet-D', 'en-US-Standard-J', 'en-US-Wavenet-G', 'en-US-Wavenet-E', 'en-US-Standard-F']
task1_3	kenan_ibm	162509	['en-US-Standard-J', 'en-US-Wavenet-D', 'en-US-Wavenet-F', 'en-US-Wavenet-J', 'en-US-Wavenet-E', 'en-US-Wavenet-I']
task2_1	kenan_google_beta-phone_call_ambient	000608	['en-US-Wavenet-J', 'en-US-Standard-I', 'en-US-Standard-D', 'en-US-Wavenet-I', 'en-US-Wavenet-F', 'en-US-Standard-A']
task2_2	kenan_google_beta-phone_call_ambient	338993	['en-US-Standard-E', 'en-US-Standard-J', 'en-US-Standard-I', 'en-US-Standard-F', 'en-US-Wavenet-F', 'en-US-Standard-D']
task2_3	kenan_google_beta-phone_call_ambient	406356	['en-US-Wavenet-E', 'en-US-Wavenet-I', 'en-US-Wavenet-E', 'en-US-Wavenet-D', 'en-US-Standard-I', 'en-US-Wavenet-J']
task3_1	baseline	968835	['en-US-Standard-H', 'en-US-Wavenet-G', 'en-US-Standard-G', 'en-US-Standard-G', 'en-US-Standard-J', 'en-US-Standard-G']
task3_2	baseline	073215	['en-US-Wavenet-E', 'en-US-Wavenet-H', 'en-US-Standard-F', 'en-US-Wavenet-G', 'en-US-Standard-J', 'en-US-Wavenet-F']
task3_3	baseline	337723	['en-US-Standard-A', 'en-US-Wavenet-H', 'en-US-Wavenet-F', 'en-US-Standard-D', 'en-US-Standard-H', 'en-US-Wavenet-J']
task4_1	kenan_ibm_ambient	628228	['en-US-Wavenet-D', 'en-US-Standard-H', 'en-US-Wavenet-J', 'en-US-Wavenet-E', 'en-US-Standard-H', 'en-US-Wavenet-I']
task4_2	kenan_ibm_ambient	895734	['en-US-Wavenet-H', 'en-US-Wavenet-H', 'en-US-Standard-F', 'en-US-Standard-E', 'en-US-Wavenet-E', 'en-US-Wavenet-F']
task4_3	kenan_ibm_ambient	976077	['en-US-Wavenet-D', 'en-US-Wavenet-F', 'en-US-Wavenet-J', 'en-US-Standard-G', 'en-US-Standard-H', 'en-US-Standard-A']
