task1_1	kenan_ibm_ambient	944157	['en-US-Wavenet-H', 'en-US-Wavenet-E', 'en-US-Wavenet-A', 'en-US-Wavenet-H', 'en-US-Standard-E', 'en-US-Wavenet-G']
task1_2	kenan_ibm_ambient	775198	['en-US-Standard-I', 'en-US-Standard-A', 'en-US-Standard-F', 'en-US-Wavenet-I', 'en-US-Wavenet-A', 'en-US-Wavenet-G']
task1_3	kenan_ibm_ambient	708704	['en-US-Wavenet-F', 'en-US-Standard-A', 'en-US-Wavenet-G', 'en-US-Standard-I', 'en-US-Standard-F', 'en-US-Wavenet-A']
task2_1	kenan_google_beta-phone_call_ambient	349095	['en-US-Wavenet-A', 'en-US-Standard-D', 'en-US-Standard-F', 'en-US-Standard-A', 'en-US-Wavenet-A', 'en-US-Standard-D']
task2_2	kenan_google_beta-phone_call_ambient	208853	['en-US-Wavenet-H', 'en-US-Wavenet-H', 'en-US-Wavenet-F', 'en-US-Standard-I', 'en-US-Wavenet-E', 'en-US-Wavenet-G']
task2_3	kenan_google_beta-phone_call_ambient	842680	['en-US-Standard-G', 'en-US-Standard-F', 'en-US-Standard-F', 'en-US-Wavenet-H', 'en-US-Standard-E', 'en-US-Standard-D']
task3_1	kenan_ibm	980929	['en-US-Standard-D', 'en-US-Standard-A', 'en-US-Standard-H', 'en-US-Wavenet-J', 'en-US-Standard-H', 'en-US-Standard-G']
task3_2	kenan_ibm	008379	['en-US-Wavenet-A', 'en-US-Standard-F', 'en-US-Wavenet-H', 'en-US-Wavenet-D', 'en-US-Standard-J', 'en-US-Wavenet-J']
task3_3	kenan_ibm	814368	['en-US-Standard-A', 'en-US-Standard-G', 'en-US-Standard-G', 'en-US-Standard-E', 'en-US-Wavenet-G', 'en-US-Wavenet-G']
task4_1	baseline	786817	['en-US-Wavenet-D', 'en-US-Wavenet-J', 'en-US-Wavenet-E', 'en-US-Wavenet-J', 'en-US-Standard-G', 'en-US-Standard-I']
task4_2	baseline	719411	['en-US-Standard-H', 'en-US-Wavenet-I', 'en-US-Wavenet-E', 'en-US-Standard-G', 'en-US-Standard-E', 'en-US-Standard-A']
task4_3	baseline	700739	['en-US-Standard-A', 'en-US-Wavenet-H', 'en-US-Standard-E', 'en-US-Standard-I', 'en-US-Standard-D', 'en-US-Standard-D']
