task1_1	baseline	593301	['en-US-Wavenet-J', 'en-US-Standard-J', 'en-US-Standard-H', 'en-US-Standard-I', 'en-US-Wavenet-A', 'en-US-Standard-H']
task1_2	baseline	017163	['en-US-Wavenet-H', 'en-US-Standard-F', 'en-US-Wavenet-A', 'en-US-Wavenet-J', 'en-US-Wavenet-I', 'en-US-Standard-H']
task1_3	baseline	141886	['en-US-Standard-G', 'en-US-Standard-A', 'en-US-Standard-F', 'en-US-Wavenet-J', 'en-US-Wavenet-J', 'en-US-Standard-D']
task2_1	kenan_ibm	085213	['en-US-Standard-J', 'en-US-Wavenet-J', 'en-US-Standard-E', 'en-US-Standard-F', 'en-US-Standard-G', 'en-US-Standard-I']
task2_2	kenan_ibm	306897	['en-US-Standard-E', 'en-US-Standard-F', 'en-US-Wavenet-H', 'en-US-Wavenet-D', 'en-US-Standard-H', 'en-US-Standard-D']
task2_3	kenan_ibm	427979	['en-US-Standard-I', 'en-US-Standard-D', 'en-US-Wavenet-A', 'en-US-Wavenet-G', 'en-US-Wavenet-D', 'en-US-Wavenet-H']
task3_1	kenan_google_beta-phone_call_ambient	611706	['en-US-Wavenet-E', 'en-US-Standard-A', 'en-US-Standard-E', 'en-US-Wavenet-H', 'en-US-Wavenet-F', 'en-US-Wavenet-H']
task3_2	kenan_google_beta-phone_call_ambient	828509	['en-US-Standard-E', 'en-US-Standard-H', 'en-US-Wavenet-D', 'en-US-Wavenet-G', 'en-US-Wavenet-H', 'en-US-Standard-H']
task3_3	kenan_google_beta-phone_call_ambient	329250	['en-US-Standard-I', 'en-US-Standard-E', 'en-US-Wavenet-A', 'en-US-Standard-G', 'en-US-Standard-A', 'en-US-Wavenet-I']
task4_1	kenan_ibm_ambient	628249	['en-US-Standard-A', 'en-US-Wavenet-D', 'en-US-Standard-H', 'en-US-Wavenet-I', 'en-US-Standard-I', 'en-US-Wavenet-E']
task4_2	kenan_ibm_ambient	749742	['en-US-Standard-F', 'en-US-Wavenet-E', 'en-US-Standard-I', 'en-US-Standard-J', 'en-US-Wavenet-J', 'en-US-Wavenet-H']
task4_3	kenan_ibm_ambient	623599	['en-US-Wavenet-G', 'en-US-Standard-G', 'en-US-Standard-D', 'en-US-Wavenet-D', 'en-US-Wavenet-E', 'en-US-Wavenet-E']
