task1_1	kenan_ibm	438170	['en-US-Standard-D', 'en-US-Standard-G', 'en-US-Standard-A', 'en-US-Standard-J', 'en-US-Standard-J', 'en-US-Standard-A']
task1_2	kenan_ibm	587893	['en-US-Standard-A', 'en-US-Wavenet-J', 'en-US-Standard-F', 'en-US-Wavenet-A', 'en-US-Wavenet-F', 'en-US-Standard-A']
task1_3	kenan_ibm	304289	['en-US-Wavenet-D', 'en-US-Wavenet-F', 'en-US-Wavenet-E', 'en-US-Wavenet-A', 'en-US-Wavenet-D', 'en-US-Wavenet-D']
task2_1	kenan_google_beta-phone_call_ambient	464930	['en-US-Standard-D', 'en-US-Standard-A', 'en-US-Wavenet-A', 'en-US-Wavenet-A', 'en-US-Wavenet-H', 'en-US-Standard-A']
task2_2	kenan_google_beta-phone_call_ambient	964658	['en-US-Standard-A', 'en-US-Standard-F', 'en-US-Standard-G', 'en-US-Standard-F', 'en-US-Standard-J', 'en-US-Wavenet-F']
task2_3	kenan_google_beta-phone_call_ambient	006313	['en-US-Wavenet-J', 'en-US-Wavenet-H', 'en-US-Standard-A', 'en-US-Wavenet-J', 'en-US-Wavenet-E', 'en-US-Standard-G']
task3_1	kenan_ibm_ambient	891776	['en-US-Wavenet-F', 'en-US-Standard-G', 'en-US-Standard-J', 'en-US-Wavenet-F', 'en-US-Standard-E', 'en-US-Standard-A']
task3_2	kenan_ibm_ambient	170061	['en-US-Standard-E', 'en-US-Standard-G', 'en-US-Wavenet-A', 'en-US-Standard-F', 'en-US-Standard-G', 'en-US-Wavenet-I']
task3_3	kenan_ibm_ambient	382967	['en-US-Wavenet-E', 'en-US-Standard-D', 'en-US-Standard-G', 'en-US-Wavenet-F', 'en-US-Wavenet-D', 'en-US-Standard-A']
task4_1	baseline	353850	['en-US-Wavenet-G', 'en-US-Wavenet-H', 'en-US-Wavenet-J', 'en-US-Standard-H', 'en-US-Standard-D', 'en-US-Wavenet-H']
task4_2	baseline	025057	['en-US-Standard-J', 'en-US-Wavenet-A', 'en-US-Standard-E', 'en-US-Wavenet-H', 'en-US-Standard-H', 'en-US-Wavenet-D']
task4_3	baseline	816294	['en-US-Wavenet-A', 'en-US-Wavenet-J', 'en-US-Wavenet-F', 'en-US-Wavenet-D', 'en-US-Standard-H', 'en-US-Standard-E']
